name,birthname,date_of_birth,spotify_id,genre,spotify_avatar,wikipedia_page
Bali Baby,Kaitlin Fletcher,1997-06-15,5hPcCMWgf6Qu9vUQVySwcY,Rap music,https://i.scdn.co/image/ab6761610000e5eb0b3a29a471d23e384c3cbf65,
Bhad Babie,Danielle Peskowitz Bregoli,2003-03-26,7DuTB6wdzqFJGFLSH17k8e,Rap music,https://i.scdn.co/image/ab6761610000e5eb32f6eec95752845078cbf24e,
Bhad Bhabie,Danielle Bregoli,2003-03-26,7DuTB6wdzqFJGFLSH17k8e,Rap music,https://i.scdn.co/image/ab6761610000e5eb32f6eec95752845078cbf24e,
Big Scarr,Alexander Woods,2000-04-07,579LsvZcRVKtToYjS0tkKz,Rap music,https://i.scdn.co/image/ab6761610000e5eb3cfacf8b70d1dce6ab669fd7,
Big Sean,Sean Michael Leonard Anderson,1988-03-25,0c173mlxpT3dSFRgMO8XPh,Rap music,https://i.scdn.co/image/ab6761610000e5eb3d5b14b45d4c3d10d23b03ff,
Busta Rhymes,Trevor George Smith Jr.,1972-01-20,1YfEcTuGvBQ8xSD1f53UnK,Rap music,https://i.scdn.co/image/ab6761610000e5eb7b31aba081ef084510cde4e3,https://fr.wikipedia.org/wiki/Busta_Rhymes
Caballero & JeanJass,,,1mMUzAMrNqoTHgtxA0dZi6,Rap music,https://i.scdn.co/image/ab6761610000e5ebbc17ac2f9ed41684682ac6d1,
Cardi B,Belcalis Marlenis Almánzar,1992-10-11,4kYSro6naA4h99UJvo89HB,Rap music,https://i.scdn.co/image/ab6761610000e5eb4e8a7e14e2f602eb9af24e31,https://fr.wikipedia.org/wiki/Cardi_B
Carnage,,,7CCjtD0hCK005Bvg2WG1a7,Rap music,https://i.scdn.co/image/ab6761610000e5eb9dce3cbff297c22fbcd62a96,
Chamillionaire,Hakeem Seriki,1979-11-28,6vdMPayKk8YJxxeNP5oMCb,Rap music,https://i.scdn.co/image/6e4914e9a46e7a5d4f3bdf47ddb85a78464aee05,
Chance the Rapper,Chancelor Jonathan Bennett,1993-04-16,1anyVhU62p31KFi8MEzkbf,Rap music,https://i.scdn.co/image/ab6761610000e5ebe8717f034edfa96049ece459,
Chingy,"Howard Bailey, Jr.",1980-03-09,3s2wTjWxK8NOX09dmsvVOh,Rap music,https://i.scdn.co/image/ab6761610000e5ebec6d65f8f8a7a95d6c6817d7,
Coi Leray,Coi Leray Collins,1997-01-11,6AMd49uBDJfhf30Ak2QR5s,Rap music,https://i.scdn.co/image/ab6761610000e5eb0a97a385fa987c53d232184b,https://fr.wikipedia.org/wiki/Coi_Leray
Coolio,Artis Leon Ivey,1996-08-01,3y24n3XhZ96wgwRXjvS17T,Rap music,https://i.scdn.co/image/ab6761610000e5eb5ea53fc78df8f7e7559e228d,https://fr.wikipedia.org/wiki/Coolio
DMX,Earl Simmons,1970-01-18,1HwM5zlC5qNWhJtM00yXzG,Rap music,https://i.scdn.co/image/ab6761610000e5ebd3258669d149a2e4e247a3d2,https://fr.wikipedia.org/wiki/DMX_(rappeur)
DaBaby,Jonathan Lyndale Kirk,1991-12-22,4r63FhuTkUYltbVAg5TQnk,Rap music,https://i.scdn.co/image/ab6761610000e5ebbd6918901c1714560669f570,
Dae Dae,,,41LfjfTCcTCUdykJqNyFw8,Rap music,https://i.scdn.co/image/ab6761610000e5eb1d9ba2e65ac287e19968fae5,
Damso,William Kalubi Mwamba,1992-05-10,2UwqpfQtNuhBwviIC0f2ie,Rap music,https://i.scdn.co/image/ab6761610000e5eb2c7ede97239d20260baa9cdc,
Desiigner,Sidney Royel Selby III,1997-05-03,7pFeBzX627ff0VnN6bxPR4,Rap music,https://i.scdn.co/image/ab6761610000e5eb7142aa94e6774b71d88eb3bd,
Dr. Dre,Andre Romelle Young,1965-02-18,6DPYiyq5kWVQS4RGwxzPC7,Rap music,https://i.scdn.co/image/170254ebdd747f4e7045df1cae8f11a42dc1a547,https://fr.wikipedia.org/wiki/Dr._Dre
Drake,Drake Aubrey Graham,1986-01-24,3TVXtAsR1Inumwj472S9r4,Rap music,https://i.scdn.co/image/ab6761610000e5eb4293385d324db8558179afd9,https://fr.wikipedia.org/wiki/Drake_(rappeur)
Eminem,Marshall Bruce Mathers III,1972-10-17,7dGJo4pcD2V6oG8kP0tJRR,Rap music,https://i.scdn.co/image/ab6761610000e5eba00b11c129b27a88fc72f36b,
Eve,Eve Jihan Jeffers-Cooper,1978-01-10,58oPVy7oihAEXE0Ott6JOf,Rap music,https://i.scdn.co/image/ab6761610000e5ebcf1059806aef122d3b7cf0f0,https://fr.wikipedia.org/wiki/Eve_(artiste)
Flo Milli,Tamia Monique Carter,2000-01-09,08PvCOlef4xdOr20jFSTPd,Rap music,https://i.scdn.co/image/ab6761610000e5eb2dd4342359c7b3aca2bca63c,
Future,Nayvadius DeMun Wilburn,1983-01-20,1RyvyyTE3xzB2ZywiAwp0i,Rap music,https://i.scdn.co/image/ab6761610000e5eb7565b356bc9d9394eefa2ccb,https://fr.wikipedia.org/wiki/Future_(rappeur)
GS Boyz,,,7Ej52CNJlhlwWROkrcjKLL,Rap music,https://i.scdn.co/image/ab6761610000e5ebecd1cf094ae8d075cd1b34a2,
GloRilla,Gloria Hallelujah Woods,1999-01-28,2qoQgPAilErOKCwE2Y8wOG,Rap music,https://i.scdn.co/image/ab6761610000e5ebc33cf3ad025517202d8efbc0,https://fr.wikipedia.org/wiki/GloRilla
Gunna,,,2hlmm7s2ICUX0LVIhVFlZQ,Rap music,https://i.scdn.co/image/ab6761610000e5ebb978b95b8e03351df8e103af,https://fr.wikipedia.org/wiki/Gunna_(rappeur)
K Camp,Kristopher Campbell,1990-01-27,5bgfj5zUoWpyeVatGDjn6H,Rap music,https://i.scdn.co/image/ab6761610000e5eb2948cd9251b72583d6319140,https://fr.wikipedia.org/wiki/K_Camp
Kalash,Kevin Valleray,1988-01-12,6ytOHdKh4xt4YvF7tz8Zcv,Rap music,https://i.scdn.co/image/ab6761610000e5ebecec238e0724ccdc3401866b,https://fr.wikipedia.org/wiki/Kalash_(chanteur)
Kamini,Kamini Zantoko,1979-12-08,7wkxPRg2kNTzASm38ESobG,Rap music,https://i.scdn.co/image/ab67616d0000b27328b92a46f7291d038fdecfeb,
Kash Doll,,,3u579Gdap91lMptBSdXTpf,Rap music,https://i.scdn.co/image/ab6761610000e5eb3ae964ef740d482d7cebcc1c,
Koba LaD,Marcel Junior Loutarila,2000-04-03,1q7T9rFQ2a2ukA1PU51fo3,Rap music,https://i.scdn.co/image/ab6761610000e5eb59d9403f63dbda10b2875c53,
Kodak Black,Dieuson Octave,1997-06-11,46SHBwWsqBkxI7EeeBEQG7,Rap music,https://i.scdn.co/image/ab6761610000e5eb70c05cf4dc9a7d3ffd02ba19,
Latto,Alyssa Michelle Stephens,1998-12-22,3MdXrJWsbVzdn6fe5JYkSQ,Rap music,https://i.scdn.co/image/ab6761610000e5eba11b0b5c37498f5dddb1bd7b,
Lil Baby,Dominique Armani Jones,1994-12-03,5f7VJjfbwm532GiveGC0ZK,Rap music,https://i.scdn.co/image/ab6761610000e5eb6cad3eff5adc29e20f189a6c,
Lil Jon,Jonathan Mortimer Smith,1971-01-17,7sfl4Xt5KmfyDs2T3SVSMK,Rap music,https://i.scdn.co/image/ab6761610000e5ebf893feb44e74c8b4c15ecc95,
Lil Loaded,,,7scapvSjZLSm0fBgqGM0Mn,Rap music,https://i.scdn.co/image/ab6761610000e5eb8cc6644007a3c1510ba2e935,
Lil Uzi Vert,Symere Bysil Woods,1995-07-31,4O15NlyKLIASxsJ0PrXPfz,Rap music,https://i.scdn.co/image/ab6761610000e5eba8ce348f34f18241d3249fa9,https://fr.wikipedia.org/wiki/Lil_Uzi_Vert
Lil Wayne,Dwayne Michael Carter Jr.,1982-09-27,55Aa2cqylxrFIXC767Z865,Rap music,https://i.scdn.co/image/ab6761610000e5ebc1c08e541eae3cc82c6988c4,
Lil Yachty,Miles Parks McCollum,1997-08-23,6icQOAFXDZKsumw3YXyusw,Rap music,https://i.scdn.co/image/ab6761610000e5eb86c7c38d4c8c461dba55035c,
Lil' Kim,Kimberly Denise Jones,1974-07-11,5tth2a3v0sWwV1C7bApBdX,Rap music,https://i.scdn.co/image/ab6761610000e5eb44f424402a1933b745019107,
Lud Foe X Z-Money,,,0Cu32uCaqDJYQADOev92Et,Rap music,https://i.scdn.co/image/ab6761610000e5ebde8a95961bcfb55f79382920,
Ludacris,Christopher Brian Bridges,1977-09-11,3ipn9JLAPI5GUEo4y4jcoi,Rap music,https://i.scdn.co/image/0515a0dfc9c25cd8290cc4be58abf6f66f21706a,
M.C. Hammer,Stanley Kirk Burrell,1962-01-30,2rblp9fJo16ZPTcKDtlmKW,Rap music,https://i.scdn.co/image/80166b125a7e32ab55a867ca704c1f414d4ccc39,https://fr.wikipedia.org/wiki/MC_Hammer
M.O.P.,,,1BH45DVSTeGBvcYXNCd67g,Rap music,https://i.scdn.co/image/ab6761610000e5eb5cc50382a0668ae107a972d2,
MKL,,,57Vnemieu10x71jR2UWc4o,Rap music,https://i.scdn.co/image/ab6761610000e5eb04ecd72cd2181dfb4faec55a,
Maes,,,6L34dW6SKMSDaGIfYDU19j,Rap music,https://i.scdn.co/image/ab6761610000e5eb94d3aff5f84dfc8bf111f157,
Megan Thee Stallion,Megan Jovon Ruth Pete,1995-02-15,181bsRPaVXVlUKXrxwZfHK,Rap music,https://i.scdn.co/image/ab6761610000e5eba300c2e412844ab60e397b1b,
Migos,,,6oMuImdp5ZcFhWP0ESe6mG,Rap music,https://i.scdn.co/image/ab6761610000e5ebf4593f7b778219838d858c34,
Mike WiLL Made,Michael Len Williams I,1989-01-23,0NWbwDZY1VkRqFafuQm6wk,Rap music,https://i.scdn.co/image/ab6761610000e5eba1b8879b06ed8204f15d9bc0,https://fr.wikipedia.org/wiki/Mike_Will_Made_It
NLE Choppa,Bryson Lashun Potts,2002-11-01,0ErzCpIMyLcjPiwT4elrtZ,Rap music,https://i.scdn.co/image/ab6761610000e5ebe2c985e8509fc8788a5a5208,
Nicki Minaj,Onika Tanya Maraj,1982-12-08,0hCNtLu0JehylgoiP8L4Gh,Rap music,https://i.scdn.co/image/ab6761610000e5eb07a50f0a9a8f11e5a1102cbd,
Offset,Kiari Kendrell Cephus,1991-01-14,4DdkRBBYG6Yk9Ka8tdJ9BW,Rap music,https://i.scdn.co/image/ab6761610000e5eb628143c3dd14fc995f925d56,https://fr.wikipedia.org/wiki/Offset_(rappeur)
Quality Control,,,6i392l38cR3uBPF0DbNs7S,Rap music,https://i.scdn.co/image/ab67616d0000b273f5c547a4335523f10a802f94,
Quavo,Quavious Keyate Marshall,1991-04-02,0VRj0yCOv2FXJNP47XQnx5,Rap music,https://i.scdn.co/image/ab6761610000e5ebd52229f479361a2375f6021c,
Roddy Ricch,Rodrick Wayne Moore Jr.,1998-01-22,757aE44tKEUQEqRuT6GnEB,Rap music,https://i.scdn.co/image/ab6761610000e5eb88d7900663b237167c4be332,https://fr.wikipedia.org/wiki/Roddy_Ricch
SCH,Julien Schwarzer,1993-04-06,2kXKa3aAFngGz2P4GjG5w2,Rap music,https://i.scdn.co/image/ab6761610000e5ebcbdc659419a9f684e547164e,
SEFYU,Youssef Soukouna,1981-04-20,2OULCPo7k0vPKlEZimhaVc,Rap music,https://i.scdn.co/image/ab6761610000e5eb96cc237b24316fe2f2ae6195,
SPOTEMGOTTEM,,,3Y2MLcrD3ZQXRXmtn4fZQx,Rap music,https://i.scdn.co/image/ab6761610000e5eb5c5b1d5789f15cf42738fb66,
SahBabii,,,7GuUYiGZOzQwq4L6gAfy1T,Rap music,https://i.scdn.co/image/ab6761610000e5eb6a379e26fd4999a0b9bc9baa,
Sexyy Red,Janae Nierah Wherry,1998-01-15,,Rap music,,https://fr.wikipedia.org/wiki/Sexyy_Red
Ski Mask The Slump God,Stokeley Clevon Goulbourne,1996-04-18,2rhFzFmezpnW82MNqEKVry,Rap music,https://i.scdn.co/image/ab6761610000e5eb6fe251c4f2ab0cffe13c7cd0,
Snoop Dogg,"Calvin Cordozar Broadus, Jr.",1971-10-20,7hJcb9fa4alzcOq3EaNPoG,Rap music,https://i.scdn.co/image/ab6761610000e5ebc19a88576ebe6fcbb325c297,
Stormzy,"Michael Ebenazer Kwadjo Omari Owuo, Jr.",1993-07-26,2SrSdSvpminqmStGELCSNd,Rap music,https://i.scdn.co/image/ab6761610000e5eb674d29e07df021a35df3ddf1,https://fr.wikipedia.org/wiki/Stormzy
TM88,,,5RMUeKq0dZxg9RHE1f0B9P,Rap music,https://i.scdn.co/image/ab6761610000e5eb477c0251af51e3dc08161c40,
Takeoff,Kirsnik Khari Ball,1994-06-18,3EW0kQ1skZiK1NHg3Spt9J,Rap music,https://i.scdn.co/image/ab6761610000e5ebd986fb8037e0b8e2f9f4f37d,
The East Side Boyz,Jonathan Mortimer Smith,1971-01-17,3ciRvbBIVz9fBoPbtSYq4x,Rap music,https://i.scdn.co/image/aafc4156598fa9f8f052ec5687e648ba9120f07e,
The Game,Jayceon Terrell Taylor,1979-01-29,0NbfKEOTQCcwd6o7wSDOHI,Rap music,https://i.scdn.co/image/ab6761610000e5eba657aa5506945d264e147244,https://fr.wikipedia.org/wiki/The_Game_(rappeur)
Tony Yayo,Marvin Bernard,1978-03-31,50UMTib697JJ44le8DO2Va,Rap music,https://i.scdn.co/image/af4998b29a084cf9f1507a1428c4645688e5fea0,
Ty Dolla Sign,Tyrone William Griffin Jr.,1982-04-13,7c0XG5cIJTrrAgEC3ULPiq,Rap music,https://i.scdn.co/image/ab6761610000e5eb24b3c0f33bc5e3f6a53f84d7,https://fr.wikipedia.org/wiki/Ty_Dolla_Sign
YG,Keenon Daequan Ray Jackson,1990-01-09,,Rap music,,https://fr.wikipedia.org/wiki/YG_(rappeur)
Yella Beezy,Deandre Conway,1991-10-21,7kwCkEJ384PWm0UQW3hxjS,Rap music,https://i.scdn.co/image/ab6761610000e5eb19885a885ca44e6781163f18,
Ying Yang Twins,,,44PA0rCQXikgOWbfY7Fq7m,Rap music,https://i.scdn.co/image/8a522c7faa13cf4321ca6bea075fd97f75f40cfe,
Young M.A,Katorah Kasanova Marrero,1992-01-03,7LvoDJUNGnOrPdGRzVtOJ9,Rap music,https://i.scdn.co/image/ab6761610000e5eba8d380fa0ca95e0908e7616e,https://fr.wikipedia.org/wiki/Young_M.A
Young Scooter,Kenneth Edward Bailey,1986-03-28,4cmA2QDPdzh8W2ytpyUGes,Rap music,https://i.scdn.co/image/ab6761610000e5eba92577640045c4dd4d455a91,
Young Thug,Jeffery Lamar Williams Wayermann,1991-08-16,50co4Is1HCEo8bhOyUWKpn,Rap music,https://i.scdn.co/image/ab6761610000e5eb547d2b41c9f2c97318aad0ed,
Bad Bunny,Benito Antonio Martínez Ocasio,1994-01-10,,Reggaeton,,https://fr.wikipedia.org/wiki/Bad_Bunny
J Balvin,José Álvaro Osorio Balvin,1985-01-07,,Reggaeton,,https://fr.wikipedia.org/wiki/J_Balvin
Alicia Keys,Alicia Augello Cook,1981-01-25,3DiDSECUqqY1AuBP8qtaIa,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5ebebfd16a3bca87c31c1e20576,https://fr.wikipedia.org/wiki/Alicia_Keys
All-4-One,,,1B8ySGDAiXTCvnJNH4HSCG,Rhythm and blues,https://i.scdn.co/image/76758f54e0a9ad08225e42c262f80ca1ad4cebcf,
Amy Winehouse,Amy Jade Winehouse,1983-01-14,6Q192DXotxtaysaqNPy5yR,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb2ceb023b10da17590878e88c,https://fr.wikipedia.org/wiki/Amy_Winehouse
Anastacia,Anastacia Lyn Newkirk,1968-09-17,2siHvYaxjaW5rKVRiIrMYH,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb1d479612f500e9fb7bbd9abb,
Backstreet Boys,,,5rSXSAkZ67PYJSvpUpkOr7,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5ebd792783a725a0ed42866204c,
Beyoncé,Beyonce Giselle Knowles,1981-09-04,6vWDO969PvNqNYHIOW5v0m,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb247f44069c0bd1781df2f785,
Blu Cantrell,,1976-03-16,6vytZ677lz4LzCrUDcDokM,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb28831abca4b27c9f46416eb1,
Boyz II Men,,,6O74knDqdv3XaWtkII7Xjp,Rhythm and blues,https://i.scdn.co/image/c8b0d67be35852171d04d7309c2cfe1992a8a4eb,
Brandy & Monica,,,05oH07COxkXKIMt6mIPRee,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5ebb39417aaafb9c373e78594ef,
Cassie,,,27FGXRNruFoOdf1vP8dqcH,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb9592a41ec193fd20c5372ed3,
Cat Clyde,,,7oRT0oC3vhUGQJCL6CYYzk,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb1acd7024a0d1bde10d17930b,
CeCe Peniston,Cecilia Veronica Peniston,1969-09-06,5UoVLCWzOKMIJ9iioof9OD,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb7b400216c37c439df6fd49b0,
Celeste,,,49HlOY4gkHqsYG9GCuhkcc,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb3b48ae3bd4b963766b769f7c,
Chaka Khan,Yvette Marie Stevens,1953-01-23,2VTb0LrLDNWkg3mWlD9uic,Rhythm and blues,https://i.scdn.co/image/ab67616d0000b2736d201cce8338d8744abf0f33,https://fr.wikipedia.org/wiki/Chaka_Khan
Cherish,,,1c70yCa8sRgIiQxl3HOEFo,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5ebed896a298ee61f6cec91abc4,
Christina Aguilera,Christina María Aguilera,1980-12-18,1l7ZsJRRS8wlW3WfJfPfNS,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb1fb7a2d94b56df1f8a61d779,
Ciara,Ciara Princess Harris,1985-01-25,2NdeV5rLm47xAvogXrYhJX,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb7aba0bf3576fe56c2b367c83,https://fr.wikipedia.org/wiki/Ciara_(chanteuse)
Corneille,,,2GBDOaCl73BVUs2RerIme7,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb8dd642e3a61cd544d9abfee7,
Craig David,Craig Ashley David,1981-05-05,2JyWXPbkqI5ZJa3gwqVa0c,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5ebf5fa84e65aeb19b122aae9cb,
David Banner,Lavell Adrian Crump,1973-04-11,7jFaoqWPhYLrKzjzlpXmUO,Rhythm and blues,https://i.scdn.co/image/4313930ec65d6adbafdcffe5f08270de828a79df,
Des'ree,Desiree Annette Weekes,,73ZPfpfg1LBVvDEArK4l5B,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb93b0ecceb2fec8e515bdac37,
Destiny's Child,,,1Y8cdNmUJH7yBTd9yOvr5i,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5ebf75e64532704bd6acf0b4e76,
Dionne Warwick,Marie Dionne Warrick,,2JSjCHK79gdaiPWdKiNUNp,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb460f728695000dadb44a4e8c,
En Vogue,,,5fikk4h5qbEebqK2Fc6e48,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb6bb7f8ea26ac28c8d18efd8e,
Fat Joe,Joseph Antonio Cartagena,1970-08-19,3ScY9CQxNLQei8Umvpx5g6,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eba1fe5b14818dd48f0efbf919,
Flipmode Squad,,,7JXCJDLGh1k9cg6JbYCpYl,Rhythm and blues,https://i.scdn.co/image/ab67616d0000b27323436e32ad40bb78d3610f8d,
Foxy Brown,Inga DeCarlo Fung Marchand,,1wvlC6NwleHt1iRD6d5X2C,Rhythm and blues,https://i.scdn.co/image/ae4905a8c03a0643faf42310aa4962b5374aa206,
Fugees,,,2WKdxPFRD7IqZvlIAvhMgY,Rhythm and blues,https://i.scdn.co/image/52bae8b59a21ec1ee6bc07a1e08382333bea27d6,
Gabriella Cilmi,Gabriella Lucia Cilmi,1991-10-10,5v2GEv1pQaCp6oeOQROdKE,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb317b44f735751dade05cdae7,
Jamelia,Jamelia Niela Davis,1981-01-11,3f5W9NEwkc1SAIPFuumcaf,Rhythm and blues,https://i.scdn.co/image/ab67616d0000b273ac27b4f5d1ad74f433274cd5,
Janet Jackson,Janet Damita Jo Jackson,1966-01-16,4qwGe91Bz9K2T8jXTZ815W,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5ebbe81fceb268078b7cecabaf5,https://fr.wikipedia.org/wiki/Janet_Jackson
Jeremih,Jeremy Philip Felton,1987-07-17,3KV3p5EY4AvKxOlhGHORLg,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb8ddeab89a67542470e2631c8,
Jermaine Dupri,Jermaine Dupri Mauldin[1],1972-09-23,6nfYGe7IIuuP5bMY1jkJP6,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb5b35a576c4e67e75bdc2fa68,
Johnny cash,J. R. Cash,1932-01-26,6kACVPfCOnqzgfEF5ryl0x,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb94a8326675bfcafb20f0a235,https://fr.wikipedia.org/wiki/Johnny_Cash
Joss Stone,Joscelyn Eve Stoker,1987-04-11,7bvcQXJHkFiN1ppIN3q4fi,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5ebaf8e9730026523b1ef1eedb8,
Justin Timberlake,Justin Randall Timberlake,1981-01-31,31TPClRtHm23RisEBtV3X7,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb7a5cfe2597665a3d160e805e,
K-Ci & JoJo,,,05RZIdfz59ZW2FvFuwnmNK,Rhythm and blues,https://i.scdn.co/image/3de68d33a1cc5dd51b61ddf68e7471955ba8266c,
Katie Melua,,1984-09-16,5uCXJWo3WoXgqv3T1RlAbh,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb66cf8e94a58ca0238ecd0a9b,
Kelis,Kelis Rogers Caloteira,1979-08-21,0IF46mUS8NXjgHabxk2MCM,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5ebd1222863c4217cf03dde3613,
Kelly Rowland,Kelendria Trene Rowland,1981-02-11,3AuMNF8rQAKOzjYppFNAoB,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb7c614a2b3cedfc53e4679c2e,
Lizzo,Melissa Viviane Jefferson[1],1988-04-27,56oDRnqbIiwx4mymNEv7dS,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb0d66b3670294bf801847dae2,
Macy Gray,Natalie Renee McIntyre,1967-09-06,4ylR3zwA0zaapAu94fktwa,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb1f2b77b2426a741478bbbaf6,
Mariah Carey,,1969-03-27,4iHNK0tOyZPYnBU7nGAgpQ,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb35c3eff5d73f7e20ba3c9a2e,
Michael Jackson,Michael Joseph Jackson,1958-08-29,3fMbdgg4jU18AjLCKBhRSm,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb997cc9a4aec335d46c9481fd,
Mis-Teeq,,,6csA2rxNLkQJXeEa7lyGXn,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb01604c583eee95123e61098c,
Missy Elliott,Melissa Arnette Elliott,,2wIVse2owClT7go1WT98tk,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5ebf6691f40d906f097e9fbaa4c,
Mya,Mýa Marie Harrison,1979-10-10,6lHL3ubAMgSasKjNqKb8HF,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5ebfdc389563fdfb51527f4603d,
Nelly Furtado,Nelly Kim Furtado,1978-12-02,2jw70GZXlAI8QzWeY2bgRc,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5ebd2ce0bf5614b54bd44e059d5,
Ouais Chery,,,0xrkjwFe3CIbYHTpMRi7ED,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb12c94b2ea0bb617531714497,
Ray Charles,Ray Charles Robinson,1930-09-23,1eYhYunlNJlDoQhtYBvPsi,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb6fc460f10177fa38af69b8bf,
SWV,,,2NmK5FyrQ18HOPXq1UBzqa,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb2c43fa54ddf21c961d2fd6c3,
Salt-N-Pepa,,,7wqtxqI3eo7Gn1P7SpP6cQ,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb0675a243b8f4b5301f514206,
Sandra Dee & Bobby Darin,,,0EodhzA6yW1bIdD5B4tcmJ,Rhythm and blues,https://i.scdn.co/image/0145d946866cb2205bba2f17ab445e290eb1ec4c,
Seal,Samuel Henry Olusegun Adeola[1],1963-02-19,5GtMEZEeFFsuHY8ad4kOxv,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5ebe29f9c69aad50e33fa61805a,
Shanice,Shanice Lorraine Wilson,1973-05-14,0Ttph0pOZiPNTD3y2wUUb6,Rhythm and blues,https://i.scdn.co/image/50ce596949e8d05d1ad380a649aabad8629164f7,
Sisqo,Mark Althavan Andrews,,6x9QLdzo6eBZxJ1bHsDkjg,Rhythm and blues,https://i.scdn.co/image/4aed80b41410e15695438b0dc1e54805a92873b2,
Sting,Gordon Matthew Thomas Sumner,1951-10-02,0Ty63ceoRnnJKVEYP0VQpk,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb9fdb4dab484a9f12e347c216,
Summer Walker,Summer Marjani Walker,,57LYzLEk2LcFghVwuWbcuS,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5ebe0ff24e6eb6e1c0214f158b6,
TLC,,,0TImkz4nPqjegtVSMZnMRq,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb7356ae4581e46319f99c813a,
The Black Eyed Peas,,,1yxSLGMDHlW21z4YXirZDS,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5ebb3037310c07b99cbefbd2c6d,
Timber Timbre,,,7HeVXdOdMhLslVputGTZFQ,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5ebc66bd6288b6f7fb11ac1bc40,
Toni Braxton,Toni Michele Braxton,1967-10-07,3X458ddYA2YcVWuVIGGOYe,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb89773feeaeff0e1cb4951d37,
Tracy Chapman,,1964-03-30,7oPgCQqMMXEXrNau5vxYZP,Rhythm and blues,https://i.scdn.co/image/fe0085416276eb64c28eda1d2ef1feecbaa16d60,
U.S.A. For Africa,,,7sF6m3PpW6G6m6J2gzzmzM,Rhythm and blues,https://i.scdn.co/image/ab67616d0000b273920f421260033ee54865d673,
Whitney Houston,Whitney Elizabeth Houston,1963-08-09,6XpaIBNiVzIetEPCWDvAFP,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5ebcd9f60ab57585bf3b77ecc51,
Calvin Harris,Adam Richard Wiles,1984-01-17,7CajNmpbOovFoOoasH2HaY,Traditional pop music,https://i.scdn.co/image/ab6761610000e5eb1e4bcd2bef1896648762dd6b,https://fr.wikipedia.org/wiki/Calvin_Harris
Fifth Harmony,,,1l8Fu6IkuTP0U5QetQJ5Xt,Traditional pop music,https://i.scdn.co/image/ab6761610000e5eb5acb3cb0a8b87d3952738b97,https://fr.wikipedia.org/wiki/Fifth_Harmony
Justin Bieber,Justin Drew Bieber,1994-03-01,1uNFoZAHBGtllmzznpCI3s,Traditional pop music,https://i.scdn.co/image/ab6761610000e5eb8ae7f2aaa9817a704a87ea36,https://fr.wikipedia.org/wiki/Justin_Bieber
